"일련번호","시장/마트 번호","시장/마트 이름","품목 번호","품목 이름","실판매규격","가격(원)","년도-월","비고","시장유형 구분(시장/마트) 코드","시장유형 구분(시장/마트) 이름","자치구 코드","자치구 이름","점검일자"
"1232402","120","망원시장","306","배(신고, 600g)","1개(600g)","2000","2018-04","나주배","001","전통시장","440000","마포구","2018-04-30"
"1232403","120","망원시장","307","배추(2.5~3kg)","1포기(2.7kg)","3330","2018-04","해남.1망(3개)10.000원","001","전통시장","440000","마포구","2018-04-30"
"1232404","120","망원시장","308","무(1kg)","1개(1.5kg)","3000","2018-04","재주 세척무","001","전통시장","440000","마포구","2018-04-30"
"1232405","120","망원시장","309","양파(1.5kg망)","1망(1.6kg)","2000","2018-04","햇양파","001","전통시장","440000","마포구","2018-04-30"
"1232406","120","망원시장","23","상추","1봉지(100g)","400","2018-04","적상추(250g)1.000원","001","전통시장","440000","마포구","2018-04-30"
"1232407","120","망원시장","311","오이(다다기)","1개","330","2018-04","다다기(3개)1.000원","001","전통시장","440000","마포구","2018-04-30"
"1232408","120","망원시장","312","애호박","1개","1000","2018-04","논개","001","전통시장","440000","마포구","2018-04-30"
"1232409","120","망원시장","58","쇠고기(한우,불고기)","600g","24000","2018-04","농협안심","001","전통시장","440000","마포구","2018-04-30"
"1232410","120","망원시장","99","돼지고기(생삼겹살)","600g","11800","2018-04","보성녹차먹인돼지","001","전통시장","440000","마포구","2018-04-30"
"1232411","120","망원시장","283","닭고기(육계)","1마리(1.2kg)","7000","2018-04","하림","001","전통시장","440000","마포구","2018-04-30"
"1232412","120","망원시장","171","달걀(10개)","10개","1600","2018-04","특란","001","전통시장","440000","마포구","2018-04-30"
"1232413","120","망원시장","320","달걀(30개)","30개","4800","2018-04","특란","001","전통시장","440000","마포구","2018-04-30"
"1232414","120","망원시장","260","조기(냉동,수입산)","1마리(22cm)","2000","2018-04","중국부서조기(냉동.5마리)10.000원","001","전통시장","440000","마포구","2018-04-30"
"1232415","120","망원시장","152","명태(러시아,냉동)","1마리(32cm)","3000","2018-04","러시아(냉동)대","001","전통시장","440000","마포구","2018-04-30"
"1232416","120","망원시장","256","오징어(냉동,국산)","1마리(32cm)","5000","2018-04","국내(냉동.2마리)대10.000원","001","전통시장","440000","마포구","2018-04-30"
"1232417","120","망원시장","266","고등어(생물,국산)","1마리(30cm)","2500","2018-04","국내(냉동.2마리)5.000원","001","전통시장","440000","마포구","2018-04-30"
"1232418","56","롯데백화점","305","사과(부사, 300g)","1 개","3000","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232419","56","롯데백화점","306","배(신고, 600g)","1 개","4000","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232420","56","롯데백화점","307","배추(2.5~3kg)","1포기","5000","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232421","56","롯데백화점","308","무(1kg)","1 개","3000","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232422","56","롯데백화점","309","양파(1.5kg망)","1망","5500","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232423","56","롯데백화점","23","상추","100g","1720","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232424","56","롯데백화점","311","오이(다다기)","1 개","1290","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232425","56","롯데백화점","312","애호박","1 개","2000","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232426","56","롯데백화점","58","쇠고기(한우,불고기)","600g(1등급)","41400","2018-04","100g6900","002","대형마트","140000","중구","2018-04-30"
"1232427","56","롯데백화점","99","돼지고기(생삼겹살)","600g","29940","2018-04","100g4990","002","대형마트","140000","중구","2018-04-30"
"1232428","56","롯데백화점","283","닭고기(육계)","1마리(1kg)","9000","2018-04","1100g10200","002","대형마트","140000","중구","2018-04-30"
"1232429","56","롯데백화점","171","달걀(10개)","10개","5350","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232430","56","롯데백화점","320","달걀(30개)","30개","14500","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232431","56","롯데백화점","136","조기(국산,생물)","1마리","10000","2018-04","백조기","002","대형마트","140000","중구","2018-04-30"
"1232432","56","롯데백화점","265","명태(생물,수입산)","1마리","0","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232433","56","롯데백화점","256","오징어(냉동,국산)","1마리","8000","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232434","56","롯데백화점","266","고등어(생물,국산)","1마리","10000","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232435","127","남성시장","305","사과(부사, 300g)","1개","1000","2018-04","청송","001","전통시장","590000","동작구","2018-04-30"
"1232436","127","남성시장","306","배(신고, 600g)","1개","2500","2018-04","나주","001","전통시장","590000","동작구","2018-04-30"
"1232437","127","남성시장","307","배추(2.5~3kg)","1포기","4000","2018-04","해남","001","전통시장","590000","동작구","2018-04-30"
"1232438","127","남성시장","308","무(1kg)","1개","3000","2018-04","제주","001","전통시장","590000","동작구","2018-04-30"
"1232439","127","남성시장","24","양파","1kg","2500","2018-04","무안","001","전통시장","590000","동작구","2018-04-30"
"1232440","127","남성시장","310","상추(100g)","100g","700","2018-04","논산","001","전통시장","590000","동작구","2018-04-30"
"1232441","127","남성시장","311","오이(다다기)","1개","500","2018-04","공주","001","전통시장","590000","동작구","2018-04-30"
"1232442","127","남성시장","119","호박(인큐베이터)","1개","1000","2018-04","진주","001","전통시장","590000","동작구","2018-04-30"
"1232443","127","남성시장","58","쇠고기(한우,불고기)","600g","18000","2018-04","2등급국내산","001","전통시장","590000","동작구","2018-04-30"
"1232444","127","남성시장","99","돼지고기(생삼겹살)","600g","10800","2018-04","국내산","001","전통시장","590000","동작구","2018-04-30"
"1232445","127","남성시장","283","닭고기(육계)","1kg","4000","2018-04","체리부로","001","전통시장","590000","동작구","2018-04-30"
"1232446","127","남성시장","171","달걀(10개)","10개","3800","2018-04","영양란한결유통","001","전통시장","590000","동작구","2018-04-30"
"1232447","127","남성시장","320","달걀(30개)","30개","4200","2018-04","한결유통","001","전통시장","590000","동작구","2018-04-30"
"1232448","127","남성시장","260","조기(냉동,수입산)","1마리","3000","2018-04","중국산","001","전통시장","590000","동작구","2018-04-30"
"1232449","127","남성시장","152","명태(러시아,냉동)","1마리","3000","2018-04","러시아산","001","전통시장","590000","동작구","2018-04-30"
"1232450","127","남성시장","256","오징어(냉동,국산)","1마리","4000","2018-04","국내산","001","전통시장","590000","동작구","2018-04-30"
"1232451","127","남성시장","268","고등어(냉동,국산)","1마리","2000","2018-04","국내산","001","전통시장","590000","동작구","2018-04-30"
"1232452","129","태평백화점","305","사과(부사, 300g)","1개","5000","2018-04","영동","002","대형마트","590000","동작구","2018-04-30"
"1232453","129","태평백화점","306","배(신고, 600g)","1개","5000","2018-04","나주","002","대형마트","590000","동작구","2018-04-30"
"1232454","129","태평백화점","307","배추(2.5~3kg)","1포기","4930","2018-04","해남","002","대형마트","590000","동작구","2018-04-30"
"1232455","129","태평백화점","308","무(1kg)","1개","3980","2018-04","제주","002","대형마트","590000","동작구","2018-04-30"
"1232456","129","태평백화점","24","양파","1kg","2980","2018-04","무안","002","대형마트","590000","동작구","2018-04-30"
"1232457","129","태평백화점","310","상추(100g)","100g","2920","2018-04","하남","002","대형마트","590000","동작구","2018-04-30"
"1232458","129","태평백화점","311","오이(다다기)","1개","990","2018-04","모름","002","대형마트","590000","동작구","2018-04-30"
"1232459","129","태평백화점","119","호박(인큐베이터)","1개","1980","2018-04","진주","002","대형마트","590000","동작구","2018-04-30"
"1232460","129","태평백화점","58","쇠고기(한우,불고기)","600g","22080","2018-04","1+국내산","002","대형마트","590000","동작구","2018-04-30"
"1232461","129","태평백화점","99","돼지고기(생삼겹살)","600g","16200","2018-04","국내산","002","대형마트","590000","동작구","2018-04-30"
"1232462","129","태평백화점","283","닭고기(육계)","1050g","9200","2018-04","체리부로","002","대형마트","590000","동작구","2018-04-30"
"1232463","129","태평백화점","171","달걀(10개)","10개","3980","2018-04","위생특란 대성상사","002","대형마트","590000","동작구","2018-04-30"
"1232464","129","태평백화점","320","달걀(30개)","30개","3680","2018-04","할인 대성상사","002","대형마트","590000","동작구","2018-04-30"
"1232465","129","태평백화점","314","냉동참조기(20cm,국산)","1마리","0","2018-04","없음","002","대형마트","590000","동작구","2018-04-30"
"1232466","129","태평백화점","152","명태(러시아,냉동)","1마리","3900","2018-04","러시아산","002","대형마트","590000","동작구","2018-04-30"
"1232467","129","태평백화점","256","오징어(냉동,국산)","1마리","4450","2018-04","국내산","002","대형마트","590000","동작구","2018-04-30"
"1232468","129","태평백화점","266","고등어(생물,국산)","1마리","2950","2018-04","국내산","002","대형마트","590000","동작구","2018-04-30"
"1232469","130","롯데백화점영등포점","305","사과(부사, 300g)","1개","1500","2018-04","경북","002","대형마트","560000","영등포구","2018-04-30"
"1232470","130","롯데백화점영등포점","306","배(신고, 600g)","1개","10000","2018-04","나주","002","대형마트","560000","영등포구","2018-04-30"
"1232471","130","롯데백화점영등포점","307","배추(2.5~3kg)","1포기","0","2018-04","없음","002","대형마트","560000","영등포구","2018-04-30"
"1232472","130","롯데백화점영등포점","282","무(세척무)","1개","4900","2018-04","제주","002","대형마트","560000","영등포구","2018-04-30"
"1232473","130","롯데백화점영등포점","272","양파(작은망)","1kg","4950","2018-04","제주","002","대형마트","560000","영등포구","2018-04-30"
"1232474","130","롯데백화점영등포점","310","상추(100g)","100g","2420","2018-04","인천","002","대형마트","560000","영등포구","2018-04-30"
"1232475","130","롯데백화점영등포점","311","오이(다다기)","1개","780","2018-04","모름","002","대형마트","560000","영등포구","2018-04-30"
"1232476","130","롯데백화점영등포점","119","호박(인큐베이터)","1개","1450","2018-04","청주","002","대형마트","560000","영등포구","2018-04-30"
"1232477","130","롯데백화점영등포점","58","쇠고기(한우,불고기)","600g","35400","2018-04","1++국내산","002","대형마트","560000","영등포구","2018-04-30"
"1232478","130","롯데백화점영등포점","99","돼지고기(생삼겹살)","600g","19740","2018-04","국내산","002","대형마트","560000","영등포구","2018-04-30"
