"일련번호","시장/마트 번호","시장/마트 이름","품목 번호","품목 이름","실판매규격","가격(원)","년도-월","비고","시장유형 구분(시장/마트) 코드","시장유형 구분(시장/마트) 이름","자치구 코드","자치구 이름","점검일자"
"1344695","28","홈플러스방학점","269","고등어(냉동,수입산)","1마리 29cm","1997","2018-12","부산,3마리5990원","002","대형마트","320000","도봉구","2018-12-31"
"1344696","114","현대시장","305","사과(부사, 300g)","1개","2500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344697","114","현대시장","306","배(신고, 600g)","1개","2000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344698","114","현대시장","307","배추(2.5~3kg)","1개","3000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344699","114","현대시장","308","무(1kg)","1개","2000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344700","114","현대시장","309","양파(1.5kg망)","1개","3500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344701","114","현대시장","310","상추(100g)","1개","500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344702","114","현대시장","311","오이(다다기)","1개","500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344703","114","현대시장","119","호박(인큐베이터)","1개","1500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344704","114","현대시장","58","쇠고기(한우,불고기)","1등급(600g)","25000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344705","114","현대시장","202","돼지고기(생삼겹살)","1등급(600g)","13000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344706","114","현대시장","283","닭고기(육계)","1마리(1kg)","7500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344707","114","현대시장","171","달걀(10개)","10개","1500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344708","114","현대시장","320","달걀(30개)","30개","4500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344709","114","현대시장","260","조기(냉동,수입산)","1마리(25cm)","3000","2018-12","중국","001","전통시장","545000","금천구","2018-12-31"
"1344710","114","현대시장","152","명태(러시아,냉동)","1마리(45cm)","3000","2018-12","러시아","001","전통시장","545000","금천구","2018-12-31"
"1344711","114","현대시장","254","오징어(생물,국산)","1마리(25cm)","3000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344712","114","현대시장","266","고등어(생물,국산)","1마리(25cm)","2000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344713","115","남문시장","305","사과(부사, 300g)","1개","2500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344714","115","남문시장","306","배(신고, 600g)","1개","3000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344715","115","남문시장","307","배추(2.5~3kg)","1개","3000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344716","115","남문시장","308","무(1kg)","1개","1500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344717","115","남문시장","309","양파(1.5kg망)","1개","3000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344718","115","남문시장","310","상추(100g)","1개","500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344719","115","남문시장","311","오이(다다기)","1개","500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344720","115","남문시장","119","호박(인큐베이터)","1개","1000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344721","115","남문시장","58","쇠고기(한우,불고기)","1등급(600g)","24000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344722","115","남문시장","202","돼지고기(생삼겹살)","1등급(600g)","12000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344723","115","남문시장","283","닭고기(육계)","1마리(1kg)","6500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344724","115","남문시장","171","달걀(10개)","10개","1500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344725","115","남문시장","320","달걀(30개)","30개","4500","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344726","115","남문시장","260","조기(냉동,수입산)","1마리(25cm)","2000","2018-12","중국","001","전통시장","545000","금천구","2018-12-31"
"1344727","115","남문시장","152","명태(러시아,냉동)","1마리(45cm)","2500","2018-12","러시아","001","전통시장","545000","금천구","2018-12-31"
"1344728","115","남문시장","254","오징어(생물,국산)","1마리(25cm)","3000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344729","115","남문시장","266","고등어(생물,국산)","1마리(25cm)","2000","2018-12","국산","001","전통시장","545000","금천구","2018-12-31"
"1344730","116","홈플러스시흥점","305","사과(부사, 300g)","1개","1090","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344731","116","홈플러스시흥점","306","배(신고, 600g)","1개","4300","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344732","116","홈플러스시흥점","307","배추(2.5~3kg)","1개","2490","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344733","116","홈플러스시흥점","308","무(1kg)","1개","1490","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344734","116","홈플러스시흥점","309","양파(1.5kg망)","1개","2990","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344735","116","홈플러스시흥점","310","상추(100g)","1개","500","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344736","116","홈플러스시흥점","311","오이(다다기)","1개","750","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344737","116","홈플러스시흥점","119","호박(인큐베이터)","1개","1690","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344738","116","홈플러스시흥점","58","쇠고기(한우,불고기)","1등급(600g)","25140","2018-12","농협안심한우","002","대형마트","545000","금천구","2018-12-31"
"1344739","116","홈플러스시흥점","202","돼지고기(생삼겹살)","1등급(600g)","16740","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344740","116","홈플러스시흥점","283","닭고기(육계)","1마리(1kg)","5000","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344741","116","홈플러스시흥점","171","달걀(10개)","10개","2690","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344742","116","홈플러스시흥점","320","달걀(30개)","30개","5490","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344743","116","홈플러스시흥점","260","조기(냉동,수입산)","1마리(25cm)","3690","2018-12","중국","002","대형마트","545000","금천구","2018-12-31"
"1344744","116","홈플러스시흥점","264","명태(냉동,수입산)","1마리(45cm)","3500","2018-12","캐나다","002","대형마트","545000","금천구","2018-12-31"
"1344745","116","홈플러스시흥점","254","오징어(생물,국산)","1마리(25cm)","3790","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344746","116","홈플러스시흥점","318","고등어(30cm,수입산)","1마리(25cm)","1990","2018-12","노르웨이","002","대형마트","545000","금천구","2018-12-31"
"1344747","222","홈플러스독산점","305","사과(부사, 300g)","1개","1090","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344748","222","홈플러스독산점","306","배(신고, 600g)","1개","4300","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344749","222","홈플러스독산점","307","배추(2.5~3kg)","1개","2490","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344750","222","홈플러스독산점","308","무(1kg)","1개","1490","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344751","222","홈플러스독산점","309","양파(1.5kg망)","1개","2990","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344752","222","홈플러스독산점","310","상추(100g)","1개","500","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344753","222","홈플러스독산점","311","오이(다다기)","1개","750","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344754","222","홈플러스독산점","119","호박(인큐베이터)","1개","1690","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344755","222","홈플러스독산점","58","쇠고기(한우,불고기)","1등급(600g)","25140","2018-12","농협안심한우","002","대형마트","545000","금천구","2018-12-31"
"1344756","222","홈플러스독산점","202","돼지고기(생삼겹살)","1등급(600g)","16740","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344757","222","홈플러스독산점","283","닭고기(육계)","1마리(1kg)","5000","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344758","222","홈플러스독산점","171","달걀(10개)","10개","2690","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344759","222","홈플러스독산점","320","달걀(30개)","30개","5490","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344760","222","홈플러스독산점","260","조기(냉동,수입산)","1마리(25cm)","3690","2018-12","중국","002","대형마트","545000","금천구","2018-12-31"
"1344761","222","홈플러스독산점","264","명태(냉동,수입산)","1마리(45cm)","3500","2018-12","캐나다","002","대형마트","545000","금천구","2018-12-31"
"1344762","222","홈플러스독산점","254","오징어(생물,국산)","1마리(25cm)","3790","2018-12","국산","002","대형마트","545000","금천구","2018-12-31"
"1344763","222","홈플러스독산점","269","고등어(냉동,수입산)","1마리(25cm)","1990","2018-12","노르웨이","002","대형마트","545000","금천구","2018-12-31"
"1344764","130","롯데백화점영등포점","305","사과(부사, 300g)","1개","2000","2018-12","부사","002","대형마트","560000","영등포구","2018-12-31"
"1344765","130","롯데백화점영등포점","306","배(신고, 600g)","1개","10000","2018-12","나주","002","대형마트","560000","영등포구","2018-12-31"
"1344766","130","롯데백화점영등포점","307","배추(2.5~3kg)","1포기","0","2018-12","없음","002","대형마트","560000","영등포구","2018-12-31"
"1344767","130","롯데백화점영등포점","282","무(세척무)","1개","4900","2018-12","국내산","002","대형마트","560000","영등포구","2018-12-31"
"1344768","130","롯데백화점영등포점","272","양파(작은망)","1kg","4950","2018-12","무안","002","대형마트","560000","영등포구","2018-12-31"
"1344769","130","롯데백화점영등포점","310","상추(100g)","100g","2480","2018-12","양평","002","대형마트","560000","영등포구","2018-12-31"
"1344770","130","롯데백화점영등포점","311","오이(다다기)","1개","1450","2018-12","국내산","002","대형마트","560000","영등포구","2018-12-31"
"1344771","130","롯데백화점영등포점","119","호박(인큐베이터)","1개","2900","2018-12","진주","002","대형마트","560000","영등포구","2018-12-31"
"1344772","130","롯데백화점영등포점","131","쇠고기(한우1등급)","600g","35400","2018-12","1++국내산","002","대형마트","560000","영등포구","2018-12-31"
"1344773","130","롯데백화점영등포점","99","돼지고기(생삼겹살)","600g","20820","2018-12","선진포크국내산","002","대형마트","560000","영등포구","2018-12-31"
"1344774","130","롯데백화점영등포점","283","닭고기(육계)","1100g","9800","2018-12","하림","002","대형마트","560000","영등포구","2018-12-31"
"1344775","130","롯데백화점영등포점","171","달걀(10개)","10개","7900","2018-12","평사유정란","002","대형마트","560000","영등포구","2018-12-31"
"1344776","130","롯데백화점영등포점","320","달걀(30개)","30개","7900","2018-12","HS FARM774VD4","002","대형마트","560000","영등포구","2018-12-31"
"1344777","130","롯데백화점영등포점","260","조기(냉동,수입산)","1마리","7500","2018-12","중국산","002","대형마트","560000","영등포구","2018-12-31"
"1344778","130","롯데백화점영등포점","264","명태(냉동,수입산)","1마리","3250","2018-12","러시아산","002","대형마트","560000","영등포구","2018-12-31"
"1344779","130","롯데백화점영등포점","254","오징어(생물,국산)","1마리","6000","2018-12","국내산","002","대형마트","560000","영등포구","2018-12-31"
"1344780","130","롯데백화점영등포점","266","고등어(생물,국산)","1마리","7500","2018-12","국내산","002","대형마트","560000","영등포구","2018-12-31"
"1344781","207","관악신사시장(신림4동)","305","사과(부사, 300g)","1개","1000","2018-12","부사","001","전통시장","620000","관악구","2018-12-31"
"1344782","207","관악신사시장(신림4동)","306","배(신고, 600g)","1개","2000","2018-12","나주","001","전통시장","620000","관악구","2018-12-31"
"1344783","207","관악신사시장(신림4동)","307","배추(2.5~3kg)","1포기","3000","2018-12","국내산","001","전통시장","620000","관악구","2018-12-31"
"1344784","207","관악신사시장(신림4동)","308","무(1kg)","1개","2000","2018-12","국내산","001","전통시장","620000","관악구","2018-12-31"
"1344785","207","관악신사시장(신림4동)","24","양파","1kg","2000","2018-12","무안","001","전통시장","620000","관악구","2018-12-31"
"1344786","207","관악신사시장(신림4동)","310","상추(100g)","100g","750","2018-12","국내산","001","전통시장","620000","관악구","2018-12-31"
"1344787","207","관악신사시장(신림4동)","311","오이(다다기)","1개","660","2018-12","국내산","001","전통시장","620000","관악구","2018-12-31"
"1344788","207","관악신사시장(신림4동)","119","호박(인큐베이터)","1개","1500","2018-12","진주","001","전통시장","620000","관악구","2018-12-31"
"1344789","207","관악신사시장(신림4동)","131","쇠고기(한우1등급)","600g","27000","2018-12","국내산","001","전통시장","620000","관악구","2018-12-31"
"1344790","207","관악신사시장(신림4동)","99","돼지고기(생삼겹살)","600g","13500","2018-12","국내산","001","전통시장","620000","관악구","2018-12-31"
"1344791","207","관악신사시장(신림4동)","283","닭고기(육계)","1kg","5000","2018-12","하림","001","전통시장","620000","관악구","2018-12-31"
"1344792","207","관악신사시장(신림4동)","171","달걀(10개)","10개","2000","2018-12","특란","001","전통시장","620000","관악구","2018-12-31"
"1344793","207","관악신사시장(신림4동)","320","달걀(30개)","30개","4800","2018-12","영양란","001","전통시장","620000","관악구","2018-12-31"
"1344794","207","관악신사시장(신림4동)","260","조기(냉동,수입산)","1마리","2000","2018-12","중국산","001","전통시장","620000","관악구","2018-12-31"
"1344795","207","관악신사시장(신림4동)","152","명태(러시아,냉동)","1마리","3000","2018-12","러시아산","001","전통시장","620000","관악구","2018-12-31"
"1344796","207","관악신사시장(신림4동)","256","오징어(냉동,국산)","1마리","5000","2018-12","국내산","001","전통시장","620000","관악구","2018-12-31"
"1344797","207","관악신사시장(신림4동)","266","고등어(생물,국산)","1마리","2500","2018-12","국내산","001","전통시장","620000","관악구","2018-12-31"
"1344798","129","태평백화점","305","사과(부사, 300g)","1개","990","2018-12","부사","002","대형마트","590000","동작구","2018-12-31"
"1344799","129","태평백화점","306","배(신고, 600g)","1개","1990","2018-12","나주","002","대형마트","590000","동작구","2018-12-31"
"1344800","129","태평백화점","307","배추(2.5~3kg)","1포기","4980","2018-12","국내산","002","대형마트","590000","동작구","2018-12-31"
"1344801","129","태평백화점","308","무(1kg)","1개","880","2018-12","국내산 할인","002","대형마트","590000","동작구","2018-12-31"
"1344802","129","태평백화점","24","양파","1kg","1980","2018-12","국내산","002","대형마트","590000","동작구","2018-12-31"
"1344803","129","태평백화점","310","상추(100g)","100g","1580","2018-12","남양주","002","대형마트","590000","동작구","2018-12-31"
"1344804","129","태평백화점","311","오이(다다기)","1개","700","2018-12","국내산","002","대형마트","590000","동작구","2018-12-31"
"1344805","129","태평백화점","119","호박(인큐베이터)","1개","1480","2018-12","진주","002","대형마트","590000","동작구","2018-12-31"
"1344806","129","태평백화점","131","쇠고기(한우1등급)","600g","29880","2018-12","1+국내산","002","대형마트","590000","동작구","2018-12-31"
"1344807","129","태평백화점","99","돼지고기(생삼겹살)","600g","10140","2018-12","국내산","002","대형마트","590000","동작구","2018-12-31"
"1344808","129","태평백화점","283","닭고기(육계)","600g","3980","2018-12","하림","002","대형마트","590000","동작구","2018-12-31"
"1344809","129","태평백화점","171","달걀(10개)","10개","3980","2018-12","특란","002","대형마트","590000","동작구","2018-12-31"
"1344810","129","태평백화점","320","달걀(30개)","30개","3980","2018-12","신선란 할인","002","대형마트","590000","동작구","2018-12-31"
"1344811","129","태평백화점","258","조기(생물,국산)","1마리","1760","2018-12","국내산","002","대형마트","590000","동작구","2018-12-31"
"1344812","129","태평백화점","152","명태(러시아,냉동)","1마리","0","2018-12","없음","002","대형마트","590000","동작구","2018-12-31"
"1344813","129","태평백화점","254","오징어(생물,국산)","1마리","5000","2018-12","국내산","002","대형마트","590000","동작구","2018-12-31"
"1344814","129","태평백화점","266","고등어(생물,국산)","1마리","3330","2018-12","국내산","002","대형마트","590000","동작구","2018-12-31"
"1344815","127","남성시장","305","사과(부사, 300g)","1개","1000","2018-12","부사","001","전통시장","590000","동작구","2018-12-31"
"1344816","127","남성시장","306","배(신고, 600g)","1개","2000","2018-12","나주","001","전통시장","590000","동작구","2018-12-31"
"1344817","127","남성시장","307","배추(2.5~3kg)","1포기","3000","2018-12","국내산","001","전통시장","590000","동작구","2018-12-31"
"1344818","127","남성시장","308","무(1kg)","1개","2000","2018-12","국내산","001","전통시장","590000","동작구","2018-12-31"
"1344819","127","남성시장","24","양파","1kg","2000","2018-12","국내산","001","전통시장","590000","동작구","2018-12-31"
"1344820","127","남성시장","310","상추(100g)","100g","660","2018-12","국내산","001","전통시장","590000","동작구","2018-12-31"
"1344821","127","남성시장","311","오이(다다기)","1개","900","2018-12","국내산","001","전통시장","590000","동작구","2018-12-31"
"1344822","127","남성시장","119","호박(인큐베이터)","1개","1500","2018-12","진주","001","전통시장","590000","동작구","2018-12-31"
"1344823","127","남성시장","131","쇠고기(한우1등급)","600g","18000","2018-12","2등급국내산","001","전통시장","590000","동작구","2018-12-31"
"1344824","127","남성시장","99","돼지고기(생삼겹살)","600g","12800","2018-12","국내산","001","전통시장","590000","동작구","2018-12-31"
"1344825","127","남성시장","283","닭고기(육계)","1kg","4000","2018-12","체리브로","001","전통시장","590000","동작구","2018-12-31"
"1344826","127","남성시장","171","달걀(10개)","10개","2500","2018-12","특란","001","전통시장","590000","동작구","2018-12-31"
"1344827","127","남성시장","320","달걀(30개)","30개","3800","2018-12","대란","001","전통시장","590000","동작구","2018-12-31"
"1344828","127","남성시장","260","조기(냉동,수입산)","1마리","2000","2018-12","중국산","001","전통시장","590000","동작구","2018-12-31"
"1344829","127","남성시장","152","명태(러시아,냉동)","1마리","2500","2018-12","러시아산","001","전통시장","590000","동작구","2018-12-31"
"1344830","127","남성시장","256","오징어(냉동,국산)","1마리","5000","2018-12","국내산","001","전통시장","590000","동작구","2018-12-31"
"1344831","127","남성시장","266","고등어(생물,국산)","1마리","2000","2018-12","국내산","001","전통시장","590000","동작구","2018-12-31"
"1344832","218","신세계백화점강남점","237","사과(부사),중급(대)","1개","4950","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344833","218","신세계백화점강남점","170","배(신고),중급(대)","1개","9900","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344834","218","신세계백화점강남점","307","배추(2.5~3kg)","1포기","5980","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344835","218","신세계백화점강남점","25","무","1개","2500","2018-12","세척무","002","대형마트","650000","서초구","2018-12-31"
"1344836","218","신세계백화점강남점","24","양파","1kg 망","4980","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344837","218","신세계백화점강남점","23","상추","150g","2480","2018-12","친환경","002","대형마트","650000","서초구","2018-12-31"
"1344838","218","신세계백화점강남점","311","오이(다다기)","1개","1990","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344839","218","신세계백화점강남점","119","호박(인큐베이터)","1개","3980","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344840","218","신세계백화점강남점","58","쇠고기(한우,불고기)","600g","38400","2018-12","1등급","002","대형마트","650000","서초구","2018-12-31"
"1344841","218","신세계백화점강남점","202","돼지고기(생삼겹살)","600g","21000","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344842","218","신세계백화점강남점","283","닭고기(육계)","1kg","11400","2018-12","하림그린어스","002","대형마트","650000","서초구","2018-12-31"
"1344843","218","신세계백화점강남점","181","달걀(왕란)","10개","5350","2018-12","목초란","002","대형마트","650000","서초구","2018-12-31"
"1344844","218","신세계백화점강남점","254","오징어(생물,국산)","1마리","2500","2018-12","12cm 총알오징어","002","대형마트","650000","서초구","2018-12-31"
"1344845","218","신세계백화점강남점","266","고등어(생물,국산)","1마리","10000","2018-12","30cm","002","대형마트","650000","서초구","2018-12-31"
"1344846","218","신세계백화점강남점","152","명태(러시아,냉동)","4코","13000","2018-12","코다리","002","대형마트","650000","서초구","2018-12-31"
"1344847","217","방림시장","237","사과(부사),중급(대)","1개","1250","2018-12","","001","전통시장","650000","서초구","2018-12-31"
"1344848","217","방림시장","51","배(신고),중급(중)","4~6과 1봉","8000","2018-12","","001","전통시장","650000","서초구","2018-12-31"
"1344849","217","방림시장","307","배추(2.5~3kg)","1포기","2500","2018-12","","001","전통시장","650000","서초구","2018-12-31"
"1344850","217","방림시장","25","무","1개","1500","2018-12","세척무","001","전통시장","650000","서초구","2018-12-31"
"1344851","217","방림시장","309","양파(1.5kg망)","1망","2000","2018-12","","001","전통시장","650000","서초구","2018-12-31"
"1344852","217","방림시장","23","상추","100g","1000","2018-12","","001","전통시장","650000","서초구","2018-12-31"
"1344853","217","방림시장","311","오이(다다기)","1개","1000","2018-12","","001","전통시장","650000","서초구","2018-12-31"
"1344854","217","방림시장","119","호박(인큐베이터)","1개","1500","2018-12","","001","전통시장","650000","서초구","2018-12-31"
"1344855","217","방림시장","58","쇠고기(한우,불고기)","600g","30000","2018-12","1등급","001","전통시장","650000","서초구","2018-12-31"
"1344856","217","방림시장","202","돼지고기(생삼겹살)","600g","19680","2018-12","","001","전통시장","650000","서초구","2018-12-31"
"1344857","217","방림시장","283","닭고기(육계)","600g","6500","2018-12","하림닭볶음탕용","001","전통시장","650000","서초구","2018-12-31"
"1344858","217","방림시장","171","달걀(10개)","10개","2000","2018-12","","001","전통시장","650000","서초구","2018-12-31"
"1344859","217","방림시장","320","달걀(30개)","30개","5000","2018-12","","001","전통시장","650000","서초구","2018-12-31"
"1344860","217","방림시장","260","조기(냉동,수입산)","1마리","9900","2018-12","27cm 중국산","001","전통시장","650000","서초구","2018-12-31"
"1344861","217","방림시장","265","명태(생물,수입산)","1마리","12000","2018-12","33cm 일본산","001","전통시장","650000","서초구","2018-12-31"
"1344862","217","방림시장","266","고등어(생물,국산)","1마리","6000","2018-12","25cm","001","전통시장","650000","서초구","2018-12-31"
"1344863","217","방림시장","256","오징어(냉동,국산)","1마리","4000","2018-12","20cm","001","전통시장","650000","서초구","2018-12-31"
"1344864","200","뉴코아아울렛강남점","237","사과(부사),중급(대)","1개","1400","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344865","200","뉴코아아울렛강남점","248","배(신고),중급(대)","1개","2500","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344866","200","뉴코아아울렛강남점","307","배추(2.5~3kg)","1포기","2180","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344867","200","뉴코아아울렛강남점","25","무","1개","1480","2018-12","세척","002","대형마트","650000","서초구","2018-12-31"
"1344868","200","뉴코아아울렛강남점","309","양파(1.5kg망)","1망","2280","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344869","200","뉴코아아울렛강남점","23","상추","150g 1망","1380","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344870","200","뉴코아아울렛강남점","311","오이(다다기)","1개","926","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344871","200","뉴코아아울렛강남점","119","호박(인큐베이터)","1개","1580","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344872","200","뉴코아아울렛강남점","58","쇠고기(한우,불고기)","600g","28680","2018-12","1등급","002","대형마트","650000","서초구","2018-12-31"
"1344873","200","뉴코아아울렛강남점","202","돼지고기(생삼겹살)","600g","11340","2018-12","목우촌","002","대형마트","650000","서초구","2018-12-31"
"1344874","200","뉴코아아울렛강남점","283","닭고기(육계)","1kg","12800","2018-12","하림그린어스닭볶음탕용","002","대형마트","650000","서초구","2018-12-31"
"1344875","200","뉴코아아울렛강남점","181","달걀(왕란)","10개","3090","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344876","200","뉴코아아울렛강남점","181","달걀(왕란)","30개","4640","2018-12","","002","대형마트","650000","서초구","2018-12-31"
"1344877","200","뉴코아아울렛강남점","136","조기(국산,생물)","1마리","5950","2018-12","20cm","002","대형마트","650000","서초구","2018-12-31"
"1344878","200","뉴코아아울렛강남점","152","명태(러시아,냉동)","1kg","7900","2018-12","절단동태","002","대형마트","650000","서초구","2018-12-31"
"1344879","200","뉴코아아울렛강남점","254","오징어(생물,국산)","1마리","9450","2018-12","30cm","002","대형마트","650000","서초구","2018-12-31"
"1344880","200","뉴코아아울렛강남점","268","고등어(냉동,국산)","1손","4900","2018-12","25cm 자반","002","대형마트","650000","서초구","2018-12-31"
"1344881","146","방이시장","305","사과(부사, 300g)","300g","2000","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344882","146","방이시장","306","배(신고, 600g)","600g","3000","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344883","146","방이시장","307","배추(2.5~3kg)","2.5kg","2500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344884","146","방이시장","308","무(1kg)","1.kg","1500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344885","146","방이시장","309","양파(1.5kg망)","1.5kg","3000","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344886","146","방이시장","310","상추(100g)","100g","700","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344887","146","방이시장","311","오이(다다기)","1개","700","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344888","146","방이시장","119","호박(인큐베이터)","1개","1500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344889","146","방이시장","58","쇠고기(한우,불고기)","600g 1+급","25000","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344890","146","방이시장","99","돼지고기(생삼겹살)","600g","9900","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344891","146","방이시장","18","닭고기","1050g","6500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344892","146","방이시장","171","달걀(10개)","10개","2700","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344893","146","방이시장","320","달걀(30개)","30개","4500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344894","146","방이시장","314","냉동참조기(20cm,국산)","1마리","3000","2018-12","중국산","001","전통시장","710000","송파구","2018-12-31"
"1344895","146","방이시장","302","명태","1마리","4000","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344896","146","방이시장","253","오징어","1마리","4000","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344897","146","방이시장","304","고등어","1마리","3500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344898","145","마천중앙시장","305","사과(부사, 300g)","300g","2000","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344899","145","마천중앙시장","306","배(신고, 600g)","600g","3000","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344900","145","마천중앙시장","307","배추(2.5~3kg)","2.5kg","2500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344901","145","마천중앙시장","25","무","1.kg","1500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344902","145","마천중앙시장","309","양파(1.5kg망)","1.5kg","3000","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344903","145","마천중앙시장","310","상추(100g)","100","800","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344904","145","마천중앙시장","311","오이(다다기)","1개","700","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344905","145","마천중앙시장","119","호박(인큐베이터)","1개","1500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344906","145","마천중앙시장","58","쇠고기(한우,불고기)","600g 1+급","24000","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344907","145","마천중앙시장","99","돼지고기(생삼겹살)","600g","9500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344908","145","마천중앙시장","283","닭고기(육계)","1050g","6500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344909","145","마천중앙시장","171","달걀(10개)","10개","3200","2018-12","","001","전통시장","710000","송파구","2018-12-31"
